codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.1.2.8.01.9.0.00.00.00.00.000;02;0201;35.799,81;61.840,92;0000;"Taxas de Inspecao, Controle e Fiscalizacao - Outras";S;06;000;35.799,81;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.00.00.00.00.000;02;0201;35.799,81;55.004,00;0000;"Taxas de Inspecao, Controle e Fiscalizacao - Outras - Principal";S;06;000;35.799,81;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.01.00.00.00.000;02;0201;0,00;31.296,00;0001;"Taxa de Vistoria - Principal";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.03.00.00.00.000;02;0201;0,00;10.383,00;0001;"Alvara de Licenca e Localizacao - Principal";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.04.00.00.00.000;02;0201;35.799,81;0,00;0001;"Taxa de Expediente - Principal";A;07;000;35.799,81;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.05.00.00.00.000;02;0201;0,00;8.331,00;1005;"Taxa de Licenca Ambiental - Principal";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.06.00.00.00.000;02;0201;0,00;4.526,00;0001;"Taxa de Aprovacao de Projetos de Construcao Civil - Principal";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.07.00.00.00.000;02;0201;0,00;468,00;0001;"Taxa de Aprovacao de Loteamento/Fracionamento - Principal";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.00.00.00.00.000;02;0201;0,00;256,06;0000;"Taxas de Inspecao, Controle e Fiscalizacao - Outras - Multas e Juros de Mora";S;06;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.01.00.00.00.000;02;0201;0,00;163,47;0001;"Taxa de Vistoria - Multa e Juros de Mora";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.03.00.00.00.000;02;0201;0,00;89,70;0001;"Alvara de Licenca e Localizacao - Multa e Juros de Mora";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.06.00.00.00.000;02;0201;0,00;1,07;0001;"Taxa de Aprovacao de Projetos de Construcao Civil - Multa de Juros de Mora";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.07.00.00.00.000;02;0201;0,00;1,82;0001;"Taxa de Aprovacao de Loteamento/Fracionamento - Multa e Juros de Mora";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.3.00.00.00.00.000;02;0201;0,00;5.150,56;0000;"Taxas de Inspecao, Controle e Fiscalizacao - Outras - Divida Ativa";S;06;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.3.01.00.00.00.000;02;0201;0,00;5.150,56;0001;"Taxa de Vistoria - Divida Ativa";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.4.00.00.00.00.000;02;0201;0,00;1.430,30;0000;"Taxas de Inspecao, Controle e Fiscalizacao - Outras - Multas e Juros de Mora da Divida Ativa";S;06;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.1.2.8.01.9.4.01.00.00.00.000;02;0201;0,00;1.430,30;0001;"Taxa de Vistoria - Multa e Juros de Mora da Divida Ativa";A;07;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.0.0.00.0.0.00.00.00.00.000;02;0201;925.530,40;1.044.796,37;0000;Contribuicoes;S;02;000;925.530,40;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.1.0.00.0.0.00.00.00.00.000;02;0201;768.111,84;857.863,01;0000;"Contribuicoes Sociais";S;03;000;768.111,84;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.1.8.00.0.0.00.00.00.00.000;02;0201;768.111,84;857.863,01;0000;"Contribuicoes Sociais Especificas de Estados, DF e Municipios";S;04;000;768.111,84;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.1.8.01.0.0.00.00.00.00.000;02;0201;768.111,84;857.863,01;0000;"Contribuicao do Servidor Civil para o Plano de Seguridade Social - CPSSS - Especifico de EST/DF/MUN";S;05;000;768.111,84;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.1.8.01.1.0.00.00.00.00.000;02;0201;768.111,84;855.328,36;0000;"CPSSS do Servidor Civil Ativo";S;06;000;768.111,84;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.1.8.01.1.1.00.00.00.00.000;12;1201;768.111,84;855.328,36;0050;"CPSSS do Servidor Civil Ativo - Principal";A;06;000;768.111,84;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.1.8.01.3.0.00.00.00.00.000;02;0201;0,00;2.534,65;0000;"CPSSS do Servidor Civil - Pensionistas";S;06;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.1.8.01.3.1.00.00.00.00.000;12;1201;0,00;2.534,65;0050;"CPSSS do Servidor Civil - Pensionistas - Principal";A;06;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.4.0.00.0.0.00.00.00.00.000;02;0201;157.418,56;186.933,36;0000;"Contribuicao para o Custeio do Servico de Iluminacao Publica";S;03;000;157.418,56;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.4.0.00.1.0.00.00.00.00.000;02;0201;157.418,56;186.933,36;0000;"Contribuicao para o Custeio do Servico de Iluminacao Publica";S;06;000;157.418,56;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.2.4.0.00.1.1.00.00.00.00.000;02;0201;157.418,56;186.933,36;0001;"Contribuicao para o Custeio do Servico de Iluminacao Publica - Principal";A;06;000;157.418,56;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.0.0.00.0.0.00.00.00.00.000;02;0201;2.444.883,10;3.562.111,29;0000;"Receita Patrimonial";S;02;000;2.452.391,02;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.1.0.00.0.0.00.00.00.00.000;02;0201;188.190,14;186.792,50;0000;"Exploracao do Patrimonio Imobiliario do Estado";S;03;000;188.190,14;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.1.0.01.0.0.00.00.00.00.000;02;0201;188.190,14;186.792,50;0000;"Alugueis, Arrendamentos, Foros, Laudemios, Tarifas de Ocupacao";S;05;000;188.190,14;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.1.0.01.1.0.00.00.00.00.000;02;0201;188.190,14;186.792,50;0000;"Alugueis e Arrendamentos";S;06;000;188.190,14;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.1.0.01.1.1.00.00.00.00.000;02;0201;188.190,14;183.468,00;0001;"Alugueis e Arrendamentos - Principal";A;06;000;188.190,14;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.1.0.01.1.2.00.00.00.00.000;02;0201;0,00;615,03;0001;"Alugueis e Arrendamentos - Multas e Juros de Mora";A;06;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.1.0.01.1.3.00.00.00.00.000;02;0201;0,00;2.318,74;0001;"Alugueis e Arrendamentos - Divida Ativa";A;06;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.1.0.01.1.4.00.00.00.00.000;02;0201;0,00;390,73;0001;"Alugueis e Arrendamentos - Multas e Juros de Mora da Divida Ativa";A;06;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.0.00.0.0.00.00.00.00.000;02;0201;2.227.540,11;3.375.318,79;0000;"Valores Mobiliarios";S;03;000;2.235.048,03;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.0.0.00.00.00.00.000;02;0201;2.227.540,11;3.375.318,79;0000;"Juros e Correcoes Monetarias";S;04;000;2.235.048,03;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.0.00.00.00.00.000;02;0201;147.908,94;161.519,74;0000;"Remuneracao de Depositos Bancarios";S;06;000;155.416,86;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.00.00.00.00.000;02;0201;147.908,94;161.519,74;0000;"Remuneracao de Depositos Bancarios - Principal";S;06;000;155.416,86;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.00.00.00.000;02;0201;9.910,02;39.616,80;0000;"Remuneracao de Depositos de Recursos Vinculados - Principal";S;07;000;17.417,94;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.02.00.00.000;02;0201;8.164,45;15.034,97;0031;"Remuneracao de Depositos  Bancarios de Recursos Vinculados - FUNDEB - Principal";A;08;000;8.164,45;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.00.00.000;02;0201;0,00;13.853,52;0000;"Remuneracao de Depositos  Bancarios de Recursos Vinculados - Fundo de Saude - Principal";S;08;000;7.119,09;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.01.00.000;02;0201;0,00;31,66;4111;"Rendimentos Protese Dentaria FE RV4111";A;08;000;31,66;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.02.00.000;02;0201;0,00;543,70;4050;"Rendimentos Fraldas FE RV4050";A;08;000;30,36;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.03.00.000;02;0201;0,00;2.037,66;4931;"Rendimentos C/C 11.229-1 Equip Mat Perm FMS RV4931";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.04.00.000;02;0201;0,00;739,93;4931;"Rendimentos C/C 10.925-8 Equip Mat Perm FMS 4931";A;08;000;4,82;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.05.00.000;02;0201;0,00;1.365,35;4500;"Rendimentos Atencao Basica Federal RV4500";A;08;000;1.264,73;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.07.00.000;02;0201;0,00;325,58;4503;"Rendimentos Assistencia Farmaceutica FF RV4503";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.08.00.000;02;0201;0,00;39,51;4160;"Rendimentos PIM FE RV4160";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.09.00.000;02;0201;0,00;2.154,99;4011;"Rendimentos PIES FE RV4011";A;08;000;2.154,99;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.10.00.000;02;0201;0,00;82,60;4050;"Rendimentos Farmacia Basica FE RV4050";A;08;000;7,82;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.11.00.000;02;0201;0,00;171,28;4090;"Rendimentos PSF FE RV4090";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.16.00.000;02;0201;0,00;382,10;4503;"Rendimentos Organizacao Farmacia Custeio RV4503";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.17.00.000;02;0201;0,00;2.484,16;4303;"Rendimentos Construcao UBS FE RV4303";A;08;000;2.478,59;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.18.00.000;02;0201;0,00;76,97;4710;"Rendimentos PQAVS RV4710";A;08;000;76,97;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.19.00.000;02;0201;0,00;258,14;4710;"Rendimentos VISA IPVS RV4710";A;08;000;258,14;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.20.00.000;02;0201;0,00;595,63;4505;"Rendimentos Organizacao Farmacia Investimento RV4505";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.21.00.000;02;0201;0,00;23,83;4936;"Rendimentos Ambulancia Portaria 3673 RV4936";A;08;000;23,83;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.22.00.000;02;0201;0,00;1.598,96;4520;"Rendimentos Incremento Piso AB Emenda Parlamentar Portaria 1000/18 RV4520";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.23.00.000;02;0201;0,00;238,27;4760;"Rendimentos Acoes Estruturantes VISA RV4760";A;08;000;238,27;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.24.00.000;02;0201;0,00;89,95;4190;"REND. DENGUE VERAO 2018-2019 VIG EPID RES CIBRS 517/2018 RV4190";A;08;000;89,95;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.25.00.000;02;0201;0,00;590,46;4500;"Rend. Incremento Temporario Custeio AB Port. MS 1331/2019Dep. Jose Stedile Prop. 36000.253327/2019-00";A;08;000;458,96;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.27.00.000;02;0201;0,00;22,79;4300;"Rendimentos NOTA FISCAL GAUCHA PROGRAMA SOLIDARIEDADE RV4300";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.00.00.000;02;0201;0,00;1.110,16;0000;"Remuneracao de Depositos  Bancarios de Recursos Vinculados - Fundo Nacional de Assistencia Social - FNAS - Principal";S;08;000;277,97;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.01.00.000;02;0201;0,00;98,47;1064;"Rendimentos PSB PBFI FMAS RV1064";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.02.00.000;02;0201;0,00;529,05;1021;"Rendimentos PSB SCFV FMAS RV1021";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.03.00.000;02;0201;0,00;347,89;1038;"Rendimentos GBF IGD-BF RV1038";A;08;000;213,45;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.04.00.000;02;0201;0,00;70,23;1067;"Rendimentos GSUAS IGD-SUAS FMAS RV1067";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.07.05.00.000;02;0201;0,00;64,52;1103;"Rendimentos OASF/FEAS RV1103";A;08;000;64,52;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.00.00.000;02;0201;0,00;594,24;0000;"Remuneracao de Depositos  Bancarios de Recursos Vinculados - Fundo Nacional de Desenvolvimento da Educacao - FNDE - Principal";S;08;000;110,86;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.03.00.000;02;0201;0,00;311,97;1014;"Rendimentos QSE RV1014";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.04.00.000;02;0201;0,00;78,56;1016;"Rendimentos PNATE RV1016";A;08;000;78,56;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.05.00.000;02;0201;0,00;32,30;1001;"Rendimentos PNAE Fundamental RV1001";A;08;000;32,30;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.06.00.000;02;0201;0,00;15,86;1031;"Rendimentos PNAE Creche RV1031";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.08.07.00.000;02;0201;0,00;155,55;1070;"Rendimentos PNAE MAIS EDUCACAO FUNDAMENTAL RV1070";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.00.00.000;02;0201;1.745,57;9.023,91;0000;"Remuneracao de Outros Depositos  Bancarios de Recursos Vinculados - Principal";S;08;000;1.745,57;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.01.00.000;02;0201;1.338,29;1.099,96;1005;"Rendimentos FMDMA RV1005";A;08;000;1.338,29;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.02.00.000;02;0201;0,00;924,64;1017;"Rendimentos PEATE RS RV1017";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.06.00.000;02;0201;407,28;514,43;1050;"Rendimentos IR Doacao FUNDICA RV1050";A;08;000;407,28;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.07.00.000;02;0201;0,00;2.688,18;1022;"Rend. Poup. Quadra Joao Saffi RV1022";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.08.00.000;02;0201;0,00;1.334,99;1200;"Rendimentos Poup. Pavimentacao Convenio 829118/2016/SICONV Proposta 6878/2016 RV1200";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.09.00.000;02;0201;0,00;15,53;1022;"Rend. Aplic. Quadra Joao Saffi RV1022";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.10.00.000;02;0201;0,00;30,13;1200;"Rendimentos Aplic. Pavimentacao Convenio 829118/2016/SICONV Proposta 6878/2016 RV1200";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.11.00.000;02;0201;0,00;172,96;1207;"Rend. Aplica. CONVENIO 877247/2018/SICONV PROP054169/2018SICONV RV1207";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.12.00.000;02;0201;0,00;1.084,14;1207;"Rend. Poup. CONVENIO 877247/2018/SICONV PROP054169/2018SICONV RV1207";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.13.00.000;02;0201;0,00;788,22;1206;"Rend. Poup. CONVENIO 876152/2018/SICONV PROP045635/2018SICONV RV1206";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.14.00.000;02;0201;0,00;34,14;1206;"Rend. Aplic. CONVENIO 876152/2018/SICONV PROP045635/2018SICONV RV1206";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.99.15.00.000;02;0201;0,00;326,93;1203;"Rend. Poup. PAV. URB. SICONV CONVENIO 847175/17 RV1203";A;08;000;0,00;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"input\BAL_REC.TXT"
