codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.1.1.8.02.3.4.00.00.00.00.000;02;0201;1.189,00;403,17;0000;"IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";S;06;000;1.189,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.4.01.00.00.00.000;02;0201;713,40;241,89;0001;"ISS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - PROPRIO";A;07;000;713,40;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.4.02.00.00.00.000;02;0201;297,25;100,81;0020;"ISS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - MDE";A;07;000;297,25;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.1.8.02.3.4.03.00.00.00.000;02;0201;178,35;60,47;0040;"ISS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA  - ASPS";A;07;000;178,35;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.0.00.0.0.00.00.00.00.000;02;0201;58.357,00;262.735,51;0000;TAXAS;S;03;000;58.357,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.00.0.0.00.00.00.00.000;02;0201;58.357,00;262.735,51;0000;"TAXAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;58.357,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.0.0.00.00.00.00.000;02;0201;58.357,00;52.159,12;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO";S;05;000;58.357,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.1.0.00.00.00.00.000;02;0201;1.435,00;1.964,00;0000;"TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA";S;06;000;1.435,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.1.1.00.00.00.00.000;02;0201;1.329,00;1.964,00;0001;"TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA - PRINCIPAL";A;06;000;1.329,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.1.3.00.00.00.00.000;02;0201;67,00;0,00;0001;"TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA - DIVIDA ATIVA";A;06;000;67,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.1.4.00.00.00.00.000;02;0201;39,00;0,00;0001;"TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";A;06;000;39,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.0.00.00.00.00.000;02;0201;56.922,00;50.195,12;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS";S;06;000;56.922,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.1.00.00.00.00.000;02;0201;51.963,00;43.549,30;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - PRINCIPAL";S;06;000;51.963,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.1.01.00.00.00.000;02;0201;21.996,00;5.819,20;0001;"TAXA DE VISTORIA - PRINCIPAL";A;07;000;21.996,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.1.03.00.00.00.000;02;0201;9.109,00;8.263,10;0001;"ALVARA DE LICENCA E LOCALIZACAO - PRINCIPAL";A;07;000;9.109,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.1.04.00.00.00.000;02;0201;8.654,00;18.730,00;0001;"TAXA DE EXPEDIENTE - PRINCIPAL";A;07;000;8.654,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.1.05.00.00.00.000;02;0201;5.805,00;4.196,00;1005;"TAXA DE LICENCA AMBIENTAL - PRINCIPAL";A;07;000;5.805,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.1.06.00.00.00.000;02;0201;5.713,00;6.346,00;0001;"TAXA DE APROVACAO DE PROJETOS DE CONSTRUCAO CIVIL - PRINCIPAL";A;07;000;5.713,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.1.07.00.00.00.000;02;0201;686,00;195,00;0001;"TAXA DE APROVACAO DE LOTEAMENTO/FRACIONAMENTO - PRINCIPAL";A;07;000;686,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.2.00.00.00.00.000;02;0201;128,00;0,00;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - MULTAS E JUROS DE MORA";S;06;000;128,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.2.01.00.00.00.000;02;0201;87,00;0,00;0001;"TAXA DE VISTORIA - MULTA E JUROS DE MORA";A;07;000;87,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.2.03.00.00.00.000;02;0201;40,00;0,00;0001;"ALVARA DE LICENCA E LOCALIZACAO - MULTA E JUROS DE MORA";A;07;000;40,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.2.04.00.00.00.000;02;0201;1,00;0,00;0001;"TAXA DE EXPEDIENTE - MULTA E JUROS DE MORA";A;07;000;1,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.3.00.00.00.00.000;02;0201;3.749,00;4.208,58;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - DIVIDA ATIVA";S;06;000;3.749,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.3.01.00.00.00.000;02;0201;3.567,00;2.793,44;0001;"TAXA DE VISTORIA - DIVIDA ATIVA";A;07;000;3.567,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.3.03.00.00.00.000;02;0201;52,00;1.396,09;0001;"ALVARA DE LICENCA E LOCALIZACAO - DIVIDA ATIVA";A;07;000;52,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.3.04.00.00.00.000;02;0201;71,00;19,05;0001;"TAXA DE EXPEDIENTE - DIVIDA ATIVA";A;07;000;71,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.3.05.00.00.00.000;02;0201;59,00;0,00;1005;"TAXA DE LICENCA AMBIENTAL - DIVIDA ATIVA";A;07;000;59,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.4.00.00.00.00.000;02;0201;1.082,00;2.437,24;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";S;06;000;1.082,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.4.01.00.00.00.000;02;0201;1.029,00;2.062,53;0001;"TAXA DE VISTORIA - MULTA E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;1.029,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.4.03.00.00.00.000;02;0201;8,00;369,93;0001;"ALVARA DE LICENCA E LOCALIZACAO - MULTA E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;8,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.4.04.00.00.00.000;02;0201;6,00;4,78;0001;"TAXA DE EXPEDIENTE - MULTA E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;6,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.01.9.4.05.00.00.00.000;02;0201;39,00;0,00;1005;"TAXA DE LICENCA AMBIENTAL - MULTA E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;39,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.02.0.0.00.00.00.00.000;02;0201;0,00;210.576,39;0000;"TAXAS PELA PRESTACAO DE SERVICOS";S;05;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.02.9.0.00.00.00.00.000;02;0201;0,00;210.576,39;0000;"TAXAS PELA PRESTACAO DE SERVICOS - OUTRAS";S;06;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.02.9.1.00.00.00.00.000;02;0201;0,00;210.194,77;0000;"TAXAS PELA PRESTACAO DE SERVICOS - OUTRAS - PRINCIPAL";S;06;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.02.9.1.01.00.00.00.000;02;0201;0,00;210.194,77;0001;"TAXA DE COLETA DE LIXO - PRINCIPAL";A;07;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.02.9.2.00.00.00.00.000;02;0201;0,00;309,14;0000;"TAXAS PELA PRESTACAO DE SERVICOS - OUTRAS - MULTA E JUROS DE MORA";S;06;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.02.9.2.01.00.00.00.000;02;0201;0,00;309,14;0001;"TAXA DE COLETA DE LIXO - MULTA E JUROS DE MORA";A;07;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.02.9.3.00.00.00.00.000;02;0201;0,00;72,48;0000;"TAXAS PELA PRESTACAO DE SERVICOS - OUTRAS - DIVIDA ATIVA";S;06;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.1.2.8.02.9.3.02.00.00.00.000;02;0201;0,00;72,48;0001;"TAXA PROGRAMA REFLORESTAMENTO - DIVIDA ATIVA";A;07;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.0.0.00.0.0.00.00.00.00.000;02;0201;1.311.678,00;805.887,32;0000;CONTRIBUICOES;S;02;000;1.311.678,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.0.00.0.0.00.00.00.00.000;02;0201;1.114.008,00;672.966,57;0000;"CONTRIBUICOES SOCIAIS";S;03;000;1.114.008,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.8.00.0.0.00.00.00.00.000;02;0201;1.114.008,00;672.966,57;0000;"CONTRIBUICOES SOCIAIS ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;1.114.008,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.8.01.0.0.00.00.00.00.000;02;0201;1.114.008,00;672.966,57;0000;"CONTRIBUICAO DO SERVIDOR CIVIL PARA O PLANO DE SEGURIDADE SOCIAL - CPSSS - ESPECIFICO DE EST/DF/MUN";S;05;000;1.114.008,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.8.01.1.0.00.00.00.00.000;02;0201;1.099.157,00;662.449,91;0000;"CPSSS DO SERVIDOR CIVIL ATIVO";S;06;000;1.099.157,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.8.01.1.1.00.00.00.00.000;12;1201;1.099.157,00;662.449,91;0050;"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";A;06;000;1.099.157,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.8.01.2.0.00.00.00.00.000;02;0201;9.090,00;7.732,97;0000;"CPSSS DO SERVIDOR CIVIL INATIVO";S;06;000;9.090,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.8.01.2.1.00.00.00.00.000;12;1201;9.090,00;7.732,97;0050;"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";A;06;000;9.090,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.8.01.3.0.00.00.00.00.000;02;0201;5.761,00;2.783,69;0000;"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS";S;06;000;5.761,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.1.8.01.3.1.00.00.00.00.000;12;1201;5.761,00;2.783,69;0050;"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";A;06;000;5.761,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.4.0.00.0.0.00.00.00.00.000;02;0201;197.670,00;132.920,75;0000;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA";S;03;000;197.670,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.4.0.00.1.0.00.00.00.00.000;02;0201;197.670,00;132.920,75;0000;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA";S;06;000;197.670,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.2.4.0.00.1.1.00.00.00.00.000;02;0201;197.670,00;132.920,75;0001;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA - PRINCIPAL";A;06;000;197.670,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.0.0.00.0.0.00.00.00.00.000;02;0201;1.911.940,00;2.674.070,33;0000;"RECEITA PATRIMONIAL";S;02;000;1.916.747,27;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.1.0.00.0.0.00.00.00.00.000;02;0201;234.885,00;145.591,00;0000;"EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO";S;03;000;234.885,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.1.0.01.0.0.00.00.00.00.000;02;0201;234.885,00;145.591,00;0000;"ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO";S;05;000;234.885,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.1.0.01.1.0.00.00.00.00.000;02;0201;234.885,00;145.591,00;0000;"ALUGUEIS E ARRENDAMENTOS";S;06;000;234.885,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.1.0.01.1.1.00.00.00.00.000;02;0201;232.950,00;145.591,00;0001;"ALUGUEIS E ARRENDAMENTOS - PRINCIPAL";A;06;000;232.950,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.1.0.01.1.2.00.00.00.00.000;02;0201;304,00;0,00;0001;"ALUGUEIS E ARRENDAMENTOS - MULTAS E JUROS DE MORA";A;06;000;304,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.1.0.01.1.3.00.00.00.00.000;02;0201;1.460,00;0,00;0001;"ALUGUEIS E ARRENDAMENTOS - DIVIDA ATIVA";A;06;000;1.460,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.1.0.01.1.4.00.00.00.00.000;02;0201;171,00;0,00;0001;"ALUGUEIS E ARRENDAMENTOS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";A;06;000;171,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.2.0.00.0.0.00.00.00.00.000;02;0201;1.677.055,00;2.528.479,33;0000;"VALORES MOBILIARIOS";S;03;000;1.681.862,27;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.2.1.00.0.0.00.00.00.00.000;02;0201;1.677.055,00;2.528.479,33;0000;"JUROS E CORRECOES MONETARIAS";S;04;000;1.681.862,27;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.2.1.00.1.0.00.00.00.00.000;02;0201;115.112,00;676.651,28;0000;"REMUNERACAO DE DEPOSITOS BANCARIOS";S;06;000;119.919,27;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.2.1.00.1.1.00.00.00.00.000;02;0201;115.112,00;676.651,28;0000;"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL";S;06;000;119.919,27;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.00.00.00.000;02;0201;19.902,00;122.465,49;0000;"REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS - PRINCIPAL";S;07;000;24.709,27;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.02.00.00.000;02;0201;13.790,00;13.134,80;0031;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDEB - PRINCIPAL";A;08;000;13.790,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.00.00.000;02;0201;2.050,00;52.967,01;0000;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE - PRINCIPAL";S;08;000;2.500,99;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.02.00.000;02;0201;0,00;1.886,24;4050;"RENDIMENTOS FRALDAS FE RV4050";A;08;000;0,00;0000;0000;0000;2022-01-01;2022-08-31;2022-09-12;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2022\MES08\BAL_REC.TXT"
