codigo_receita;orgao;uniorcam;receita_orcada;receita_realizada;recurso_vinculado;especificacao_receita;tipo_nivel;numero_nivel;caracteristica_peculiar_receita;previsao_atualizada;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.1.2.8.01.9.1.03.00.00.00.000;02;0201;6.252,81;10.765,06;0001;"ALVARA DE LICENCA E LOCALIZACAO - PRINCIPAL";A;07;000;6.252,81;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.04.00.00.00.000;02;0201;13.137,67;16.627,58;0001;"TAXA DE EXPEDIENTE - PRINCIPAL";A;07;000;13.137,67;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.05.00.00.00.000;02;0201;8.704,16;6.924,00;1005;"TAXA DE LICENCA AMBIENTAL - PRINCIPAL";A;07;000;8.704,16;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.06.00.00.00.000;02;0201;3.491,31;9.039,00;0001;"TAXA DE APROVACAO DE PROJETOS DE CONSTRUCAO CIVIL - PRINCIPAL";A;07;000;3.491,31;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.1.07.00.00.00.000;02;0201;0,00;1.820,00;0001;"TAXA DE APROVACAO DE LOTEAMENTO/FRACIONAMENTO - PRINCIPAL";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.00.00.00.00.000;02;0201;0,00;185,33;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - MULTAS E JUROS DE MORA";S;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.01.00.00.00.000;02;0201;0,00;152,21;0001;"TAXA DE VISTORIA - MULTA E JUROS DE MORA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.03.00.00.00.000;02;0201;0,00;31,10;0001;"ALVARA DE LICENCA E LOCALIZACAO - MULTA E JUROS DE MORA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.2.04.00.00.00.000;02;0201;0,00;2,02;0001;"TAXA DE EXPEDIENTE - MULTA E JUROS DE MORA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.3.00.00.00.00.000;02;0201;0,00;1.147,64;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - DIVIDA ATIVA";S;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.3.01.00.00.00.000;02;0201;0,00;687,32;0001;"TAXA DE VISTORIA - DIVIDA ATIVA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.3.04.00.00.00.000;02;0201;0,00;239,00;0001;"TAXA DE EXPEDIENTE - DIVIDA ATIVA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.3.05.00.00.00.000;02;0201;0,00;221,32;1005;"TAXA DE LICENCA AMBIENTAL - DIVIDA ATIVA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.4.00.00.00.00.000;02;0201;0,00;341,89;0000;"TAXAS DE INSPECAO, CONTROLE E FISCALIZACAO - OUTRAS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";S;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.4.01.00.00.00.000;02;0201;0,00;181,08;0001;"TAXA DE VISTORIA - MULTA E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.4.04.00.00.00.000;02;0201;0,00;14,74;0001;"TAXA DE EXPEDIENTE - MULTA E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.1.2.8.01.9.4.05.00.00.00.000;02;0201;0,00;146,07;1005;"TAXA DE LICENCA AMBIENTAL - MULTA E JUROS DE MORA DA DIVIDA ATIVA";A;07;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.0.0.00.0.0.00.00.00.00.000;02;0201;1.100.278,10;1.270.736,38;0000;CONTRIBUICOES;S;02;000;1.100.278,10;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.0.00.0.0.00.00.00.00.000;02;0201;906.859,59;1.079.354,75;0000;"CONTRIBUICOES SOCIAIS";S;03;000;906.859,59;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.00.0.0.00.00.00.00.000;02;0201;906.859,59;1.079.354,75;0000;"CONTRIBUICOES SOCIAIS ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS";S;04;000;906.859,59;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.0.0.00.00.00.00.000;02;0201;906.859,59;1.079.354,75;0000;"CONTRIBUICAO DO SERVIDOR CIVIL PARA O PLANO DE SEGURIDADE SOCIAL - CPSSS - ESPECIFICO DE EST/DF/MUN";S;05;000;906.859,59;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.1.0.00.00.00.00.000;02;0201;902.590,00;1.064.513,83;0000;"CPSSS DO SERVIDOR CIVIL ATIVO";S;06;000;902.590,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.1.1.00.00.00.00.000;12;1201;902.590,00;1.064.513,83;0050;"CPSSS DO SERVIDOR CIVIL ATIVO - PRINCIPAL";A;06;000;902.590,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.2.0.00.00.00.00.000;02;0201;0,00;4.258,88;0000;"CPSSS DO SERVIDOR CIVIL INATIVO";S;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.2.1.00.00.00.00.000;12;1201;0,00;4.258,88;0050;"CPSSS DO SERVIDOR CIVIL INATIVO - PRINCIPAL";A;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.3.0.00.00.00.00.000;02;0201;4.269,59;4.668,88;0000;"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS";S;06;000;4.269,59;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.3.1.00.00.00.00.000;12;1201;4.269,59;4.668,88;0050;"CPSSS DO SERVIDOR CIVIL - PENSIONISTAS - PRINCIPAL";A;06;000;4.269,59;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.4.0.00.00.00.00.000;02;0201;0,00;5.913,16;0000;"CPSSS ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO";S;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.1.8.01.4.1.00.00.00.00.000;12;1201;0,00;5.913,16;0050;"CPSSS ORIUNDA DE SENTENCAS JUDICIAIS - SERVIDOR CIVIL ATIVO - PRINCIPAL";A;06;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.4.0.00.0.0.00.00.00.00.000;02;0201;193.418,51;191.381,63;0000;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA";S;03;000;193.418,51;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.4.0.00.1.0.00.00.00.00.000;02;0201;193.418,51;191.381,63;0000;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA";S;06;000;193.418,51;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.2.4.0.00.1.1.00.00.00.00.000;02;0201;193.418,51;191.381,63;0001;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA - PRINCIPAL";A;06;000;193.418,51;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.0.0.00.0.0.00.00.00.00.000;02;0201;2.696.520,24;2.705.955,34;0000;"RECEITA PATRIMONIAL";S;02;000;2.699.673,75;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.1.0.00.0.0.00.00.00.00.000;02;0201;200.270,12;204.605,66;0000;"EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO";S;03;000;200.270,12;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.1.0.01.0.0.00.00.00.00.000;02;0201;200.270,12;204.605,66;0000;"ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO";S;05;000;200.270,12;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.1.0.01.1.0.00.00.00.00.000;02;0201;200.270,12;204.605,66;0000;"ALUGUEIS E ARRENDAMENTOS";S;06;000;200.270,12;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.1.0.01.1.1.00.00.00.00.000;02;0201;197.900,75;203.866,00;0001;"ALUGUEIS E ARRENDAMENTOS - PRINCIPAL";A;06;000;197.900,75;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.1.0.01.1.2.00.00.00.00.000;02;0201;319,09;174,45;0001;"ALUGUEIS E ARRENDAMENTOS - MULTAS E JUROS DE MORA";A;06;000;319,09;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.1.0.01.1.3.00.00.00.00.000;02;0201;1.869,07;445,86;0001;"ALUGUEIS E ARRENDAMENTOS - DIVIDA ATIVA";A;06;000;1.869,07;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.1.0.01.1.4.00.00.00.00.000;02;0201;181,21;119,35;0001;"ALUGUEIS E ARRENDAMENTOS - MULTAS E JUROS DE MORA DA DIVIDA ATIVA";A;06;000;181,21;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.0.00.0.0.00.00.00.00.000;02;0201;2.496.250,12;2.501.349,68;0000;"VALORES MOBILIARIOS";S;03;000;2.499.403,63;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.0.0.00.00.00.00.000;02;0201;2.496.250,12;2.501.349,68;0000;"JUROS E CORRECOES MONETARIAS";S;04;000;2.499.403,63;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.0.00.00.00.00.000;02;0201;154.250,12;51.918,83;0000;"REMUNERACAO DE DEPOSITOS BANCARIOS";S;06;000;157.403,63;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.00.00.00.00.000;02;0201;154.250,12;51.918,83;0000;"REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL";S;06;000;157.403,63;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.00.00.00.000;02;0201;12.605,15;23.698,13;0000;"REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS - PRINCIPAL";S;07;000;15.758,66;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.02.00.00.000;02;0201;12.605,15;7.135,39;0031;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDEB - PRINCIPAL";A;08;000;12.605,15;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.00.00.000;02;0201;0,00;6.085,64;0000;"REMUNERACAO DE DEPOSITOS  BANCARIOS DE RECURSOS VINCULADOS - FUNDO DE SAUDE - PRINCIPAL";S;08;000;817,76;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.02.00.000;02;0201;0,00;346,82;4050;"RENDIMENTOS FRALDAS FE RV4050";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.03.00.000;02;0201;0,00;3,19;4931;"RENDIMENTOS C/C 11.229-1 EQUIP MAT PERM FMS RV4931";A;08;000;46,84;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.05.00.000;02;0201;0,00;1.945,27;4500;"RENDIMENTOS ATENCAO BASICA FEDERAL RV4500";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.07.00.000;02;0201;0,00;71,95;4503;"RENDIMENTOS ASSISTENCIA FARMACEUTICA FF RV4503";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.08.00.000;02;0201;0,00;38,88;4160;"RENDIMENTOS PIM FE RV4160";A;08;000;38,88;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.09.00.000;02;0201;0,00;149,35;4011;"RENDIMENTOS PIES FE RV4011";A;08;000;142,75;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.10.00.000;02;0201;0,00;151,14;4050;"RENDIMENTOS FARMACIA BASICA FE RV4050";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.11.00.000;02;0201;0,00;151,83;4090;"RENDIMENTOS PSF FE RV4090";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.16.00.000;02;0201;0,00;80,59;4503;"RENDIMENTOS ORGANIZACAO FARMACIA CUSTEIO RV4503";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.17.00.000;02;0201;0,00;82,82;4303;"RENDIMENTOS CONSTRUCAO UBS FE RV4303";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.20.00.000;02;0201;0,00;129,06;4505;"RENDIMENTOS ORGANIZACAO FARMACIA INVESTIMENTO RV4505";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.22.00.000;02;0201;0,00;0,00;4520;"RENDIMENTOS INCREMENTO PISO AB EMENDA PARLAMENTAR PORTARIA 1000/18 RV4520";A;08;000;20,16;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.22.00.000;02;0201;0,00;20,16;4520;"RENDIMENTOS INCREMENTO PISO AB EMENDA PARLAMENTAR PORTARIA 1000/18 RV4520";A;08;000;0,00;3110;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.25.00.000;02;0201;0,00;120,34;4500;"REND. INCREMENTO TEMPORARIO CUSTEIO AB PORT. MS 1331/2019DEP. JOSE STEDILE PROP. 36000.253327/2019-00";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.26.00.000;02;0201;0,00;0,00;0900;"RENDIMENTOS DOACAO SICREDI COVID-19 RV0900";A;08;000;139,65;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.26.00.000;02;0201;0,00;139,65;0900;"RENDIMENTOS DOACAO SICREDI COVID-19 RV0900";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.27.00.000;02;0201;0,00;52,92;4170;"REND ENFRENTAMENTO CORONAVIRUS RES CIB 75/2020 RV4170";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.28.00.000;02;0201;0,00;686,37;4292;"REND AMBULANCIA EMENDA PORT 280 E 281/20 RV4292";A;08;000;424,66;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.29.00.000;02;0201;0,00;23,91;4505;"REND. SEG. ALIMENT. NUTRIC. SAUDE IMPLEMENTACAO RV4505";A;08;000;0,00;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.30.00.000;02;0201;0,00;0,00;4001;"REND. LC 173/2020 ART. 5 I, B - SAUDE COVID-19 RV4001";A;08;000;4,82;0000;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.30.00.000;02;0201;0,00;4,82;4001;"REND. LC 173/2020 ART. 5 I, B - SAUDE COVID-19 RV4001";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.31.00.000;02;0201;0,00;1.786,14;4511;"REND COVID-19 PORT MS/GM 1.666/2020 RV4511";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.32.00.000;02;0201;0,00;26,74;4011;"REND. COVID-19 SAUDE MENTAL PORT.SES.506/2020 RV4011";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.33.00.000;02;0201;0,00;69,03;4511;"REND. COVID-19 SAUDE NA ESCOLA PORT MS/GM 1857/2020 RV4511";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
4.1.3.2.1.00.1.1.01.03.34.00.000;02;0201;0,00;1,46;4505;"REND ESTRUT./ADEQ. ASSIST. ODONT. APS RV4505 PORT GM/MS 3.473/2020";A;08;000;0,00;3160;;;2020-01-01;2020-12-31;2021-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"C:\Users\Everton\Documents\pad-converter_tmp\input\BAL_REC.TXT"
